Site,UniqueID,Benthos,Quad_ID,ID_number,Day_Night,Sampling_Date,Sampling_Time,TempInSitu,Processing_DateTime,TempInLab,mV,Salinity,TA,TrisCalDate,Salinity_Calibration_Date,Salinity_Lab,Salinity_Lab_Date,NO3,PO4,SIL,NO2,NH4,Notes
Long Beach,M1_Dusk,Mussel,M1,1,Dusk,04/08/2024,19:19,15.06,4/9/2024,20.765,-73,33.37,2179.696422,20240408,,33.56,06/04/2024,NA,NA,NA,NA,NA,"no nut, had to redrill hanger bolts for m1-5"
Long Beach,M3_Dusk,Mussel,M3,3,Dusk,04/08/2024,19:19,15.06,4/9/2024,21.129,-55.4,33.59,,20240408,,NA,06/04/2024,NA,NA,NA,NA,NA,"Not much sample… weird mV, not nut"
Long Beach,M5_Dusk,Mussel,M5,5,Dusk,04/08/2024,19:19,15.27,4/9/2024,20.746,-75.3,33.29,2176.92627,20240408,,33.48,06/04/2024,5.40,0.65,12.7,0.41,1.6,"Reran, old TA 2306.050341"
Long Beach,OO_Dusk2,Open Ocean,OO2,2,Dusk,04/09/2024,19:34,,04/10/2024,10.907,-72.5,32.86,2240.160615,20240411,,33.60,06/04/2024,9.64,1.03,16.3,0.42,3.08,360 ml
Long Beach,P6_Dusk,Surfgrass,P6,6,Dusk,04/09/2024,19:38,14.67,04/10/2024,19.555,-62.5,33.61,2185.217924,20240411,,33.61,06/04/2024,7.80,0.79,14.4,0.44,1.68,P4 tubing out of plot on this day
Long Beach,M3_Dusk,Mussel,M3,3,Dusk,04/09/2024,19:38,14.75,04/10/2024,20.308,-68.1,33.65,2218.27187,20240411,,33.61,06/04/2024,9.52,0.82,13.5,0.57,2.99,
Long Beach,M6_Dusk,Mussel,M6,6,Dusk,04/09/2024,19:38,15.10,04/10/2024,19.742,-69.8,33.55,2216.008687,20240411,,33.48,06/04/2024,NA,NA,NA,NA,NA,Not nut
Long Beach,B2_Dusk,Barnacle,B2,2,Dusk,04/09/2024,19:38,14.67,04/10/2024,20.249,-70.4,33.71,2214.764062,20240411,,33.65,06/04/2024,NA,NA,NA,NA,NA,Not nut
Long Beach,B4_Dusk,Barnacle,B4,4,Dusk,04/09/2024,19:38,14.88,04/10/2024,19.520,-70.4,33.54,2210.01183,20240411,,33.53,06/04/2024,7.58,0.7,12.3,0.42,1.49,Not nut
Long Beach,B6_Dusk,Barnacle,B6,6,Dusk,04/09/2024,19:38,15.10,04/10/2024,19.162,-71.5,33.51,2195.303304,20240411,,33.63,06/04/2024,NA,NA,NA,NA,NA,No nut
Long Beach,RW4_Dusk,Rockweed,RW4,4,Dusk,04/09/2024,19:38,,04/10/2024,18.680,-71.8,33.18,2210.056318,20240411,,33.38,06/04/2024,7.00,0.68,13.3,0.43,1.37,TA + nut Bottle just said rw not number
Long Beach,P4_Dusk,Surfgrass,P4,4,Dusk,04/09/2024,19:38,14.84,04/10/2024,NA,NA,NA,NA,NA,,NA,06/04/2024,7.31,0.69,13.2,0.39,1.55,"Not listed on processing data sheet, but labeled in freezer"
Long Beach,P1_Dusk,Surfgrass,P1,1,Dusk,4/10/2024,20:03,15.27,04/11/2024,20.415,-53.7,32.99,2184.530496,20240411,,33.59,06/04/2024,3.72,0.65,10.8,0.3,2.07,"TA tube pushed a bit out of tide pool, but still close (MA has pic), switched tubes to p56"
Long Beach,P4_Dusk,Surfgrass,P4,4,Dusk,4/10/2024,20:03,15.14,04/11/2024,20.617,-55.8,33.18,2234.491933,20240411,,33.57,06/04/2024,NA,NA,NA,NA,NA,Not nut
Long Beach,M6_Dusk,Mussel,M6,6,Dusk,4/10/2024,20:03,15.40,04/11/2024,20.214,-66.2,32.79,2209.871184,20240411,,33.51,06/04/2024,5.41,0.70,11.7,0.4,1.02,
Long Beach,B6_Dusk,Barnacle,B6,6,Dusk,4/10/2024,20:03,,04/11/2024,20.607,-71.5,32.94,2208.879194,20240411,,33.59,06/04/2024,4.23,0.58,12.7,0.3,0.92,B2 tubing from this day was messed up not sure if ta or nut
Long Beach,M2_Dusk,Mussel,M2,2,Dusk,4/10/2024,20:03,15.18,04/11/2024,20.637,-69.4,32.57,2230.240119,20240411,,33.59,06/04/2024,NA,NA,NA,NA,NA,Not nut
Long Beach,RW2_Dusk,Rockweed,RW2,2,Dusk,4/10/2024,20:03,15.44,04/11/2024,20.523,-69,32.94,2231.575997,20240411,,33.64,06/04/2024,6.49,0.59,13.4,0.34,2.72,
Long Beach,OO_Dusk3,Open Ocean,OO3,3,Dusk,4/10/2024,20:01,,04/11/2024,19.225,-69.2,33.11,2236.628764,20240411,,33.48,06/04/2024,6.17,0.91,14.8,0.31,1.35,360 ml nut
Long Beach,M4_Dusk,Mussel,M4,4,Dusk,4/10/2024,20:03,15.27,04/11/2024,NA,NA,NA,NA,NA,NA,NA,06/04/2024,5.58,0.67,11.2,0.38,1.51,"Not in original processing sheet, but labeled in freezer"
Long Beach,OO_Dusk4,Open Ocean,OO4,4,Dusk,04/11/2024,20:24,,04/12/2024,13.547,-25.8,32.23,2212.274815,20240411,,33.53,06/04/2024,8.29,0.85,13.2,0.36,1.21,300 ml nut
Long Beach,P4_Dusk,Surfgrass,P4,4,Dusk,04/11/2024,20:29,13.98,04/12/2024,20.095,-38.7,33.2,NA,20240411,,NA,06/04/2024,6.70,0.68,11.3,0.35,0.69,"No TA, slightly out of plot, with some rockweed tangled in"
Long Beach,P2_Dusk,Surfgrass,P2,2,Dusk,04/11/2024,20:29,14.41,04/12/2024,18.900,-59.1,33.09,2202.447301,20240411,,33.49,06/04/2024,5.60,0.59,11.5,0.32,0.95,"Tubes from p56 used, but not flushed before"
Long Beach,B3_Dusk,Barnacle,B3,3,Dusk,04/11/2024,20:29,14.41,04/12/2024,20.114,-56.7,33.64,NA,20240411,,NA,06/04/2024,NA,NA,NA,NA,NA,"No TA, tubes pulled off bolt"
Long Beach,B2_Dusk,Barnacle,B2,2,Dusk,04/11/2024,20:29,14.20,04/12/2024,20.188,-63.3,32.96,NA,20240411,,NA,06/04/2024,5.95,0.66,13.0,0.34,1.1,No TA
Long Beach,M1_Dusk,Mussel,M1,1,Dusk,04/11/2024,20:29,14.41,04/12/2024,18.649,-64.2,33.27,2220.629057,20240411,,33.65,06/04/2024,NA,NA,NA,NA,NA,
Long Beach,M4_Dusk,Mussel,M4,4,Dusk,04/11/2024,20:29,14.45,04/12/2024,19.572,-64.3,33.47,2208.51517,20240411,,33.56,06/04/2024,NA,NA,NA,NA,NA,
Long Beach,P4_Dawn,Surfgrass,P4,4,Dawn,4/16/2024,5:54,14.33,04/16/2023,NA,NA,NA,NA,20240415,,NA,06/04/2024,1.83,0.47,6.3,0.2,1.09,Nut only
Long Beach,P2_Dawn,Surfgrass,P2,2,Dawn,4/16/2024,5:54,14.37,04/16/2023,NA,NA,NA,NA,20240415,,NA,06/04/2024,1.65,0.45,6.9,0.19,0.82,"Nut only, nut sample labeled 4-14, typo/mistake"
Long Beach,SAS_OO_Dawn,Open Ocean,OO,,Dawn,4/16/2024,5:54,,04/16/2023,21.071,-50.8,33.34,2236.839891,20240415,,33.42,06/04/2024,2.20,0.46,6.3,0.21,0.9,
Long Beach,OO_Dawn3,Open Ocean,OO3,3,Dawn,4/16/2024,6:05,,04/16/2023,19.071,-47.9,32.99,2223.794788,20240415,,33.40,06/04/2024,7.54,0.55,6.7,0.24,1.51,420 ml nutrient sample
Long Beach,RW2_Dawn,Rockweed,RW2,2,Dawn,4/16/2024,5:54,14.41,04/16/2023,20.548,-44,33.1,2207.201727,20240415,,32.96,06/04/2024,1.87,0.48,6.7,0.21,1.13,
Long Beach,RW4_Dawn,Rockweed,RW4,4,Dawn,4/16/2024,5:54,,04/16/2023,21.122,-45.8,33.63,2200.789259,20240415,,33.29,06/04/2024,NA,NA,NA,NA,NA,No nut
Long Beach,B2_Dawn,Barnacle,B2,2,Dawn,4/16/2024,5:54,14.37,04/16/2023,20.964,-50.3,33.67,2194.494218,20240415,,33.49,06/04/2024,NA,NA,NA,NA,NA,Nutrient Tubes Got ripped off bolts
Long Beach,B6_Dawn,Barnacle,B6,6,Dawn,4/16/2024,5:54,14.41,04/16/2023,20.828,-49.7,33.64,2228.673147,20240415,,33.40,06/04/2024,2.66,0.49,7.5,0.26,1.71,
Long Beach,M1_Dawn,Mussel,M1,1,Dawn,4/16/2024,5:54,14.33,04/16/2023,20.819,-50.1,33.76,2242.498497,20240415,,33.47,06/04/2024,2.35,0.58,6.9,0.23,1.42,
Long Beach,M4_Dawn,Mussel,M4,4,Dawn,4/16/2024,5:54,14.33,04/16/2023,20.842,-48.1,33.44,2250.239108,20240415,,33.79,06/04/2024,NA,NA,NA,NA,NA,No nut
Long Beach,RW1_Dawn,Rockweed,RW1,1,Dawn,04/17/2024,6:18,14.33,04/17/2024,21.748,-41.9,33.65,2209.24257,20240418,,33.49,06/04/2024,1.17,0.44,4.2,0.11,1.15,"Nalgene not filled, TA bags from this day might have gotten slightly warm on rocks"
Long Beach,RW3_Dawn,Rockweed,RW3,3,Dawn,04/17/2024,6:18,14.33,04/17/2024,21.939,-51.5,33.59,2176.288869,20240418,,33.48,06/04/2024,NA,NA,NA,NA,NA,"No nut,  reran, first TA run = 2166.217785"
Long Beach,RW5_Dawn,Rockweed,RW5,5,Dawn,04/17/2024,6:18,,04/17/2024,21.87,-55.5,32.69,2504.808844,20240418,,32.59,06/04/2024,36.26,0.59,20.5,1.28,6.25,"Reused phyllo tubing for this, reran first run=2475.00289"
Long Beach,M6_Dawn,Mussel,M6,6,Dawn,04/17/2024,6:18,14.37,04/17/2024,21.514,-52.3,33.69,2212.420105,20240418,,33.49,06/04/2024,NA,NA,NA,NA,NA,"No nut, only 1 rinse did not fill nalgene"
Long Beach,OO_Dawn4,Open Ocean,OO4,4,Dawn,04/17/2024,6:20,,04/17/2024,15.434,-56.2,32.83,2209.562382,20240418,,33.46,06/04/2024,5.77,0.57,5.2,0.16,1.65,450 ml nutrient sample
Long Beach,P1_Dawn,Surfgrass,P1,1,Dawn,04/17/2024,6:18,14.24,04/17/2024,21.197,-52.8,33.83,2217.55461,20240418,,33.47,06/04/2024,0.98,0.44,4.3,0.11,0.92,A little bit out of plot
Long Beach,P4_Dawn,Surfgrass,P4,4,Dawn,04/17/2024,6:18,14.28,04/17/2024,21.827,-49.5,33.73,2202.844948,20240418,,33.52,06/04/2024,1.09,0.45,4.7,0.12,0.7,
Long Beach,B1_Dawn,Barnacle,B1,1,Dawn,04/17/2024,6:18,14.37,04/17/2024,NA,NA,NA,NA,20240418,,NA,06/04/2024,NA,NA,NA,NA,NA,"no TA, tubing ripped of bolt"
Long Beach,OO_Dawn5,Open Ocean,OO5,5,Dawn,04/18/2024,6:17,,04/18/2024,21.328,-51.3,35.55,2217.066252,20240418,,33.47,06/04/2024,4.08,0.63,5.4,0.18,1.35,450 ml nutrient sample
Long Beach,RW6_Dawn,Rockweed,RW6,6,Dawn,04/18/2024,6:17,,04/18/2024,21.527,-51.5,34.20,2217.745613,20240418,,33.53,06/04/2024,1.20,0.43,5.5,0.11,0.9,
Long Beach,RW3_Dawn,Rockweed,RW3,3,Dawn,04/18/2024,6:17,14.28,04/18/2024,21.472,-47.9,34.18,2197.351065,20240418,,33.54,06/04/2024,NA,NA,NA,NA,NA,no nut
Long Beach,M5_Dawn,Mussel,M5,5,Dawn,04/18/2024,6:17,14.33,04/18/2024,21.620,-52.8,34.02,2189.781569,20240418,,33.53,06/04/2024,1.44,0.54,5.0,0.13,1.13,
Long Beach,P1_Dawn,Surfgrass,P1,1,Dawn,04/18/2024,6:17,14.20,04/18/2024,21.102,-52.1,33.84,2210.167149,20240418,,33.52,06/04/2024,1.38,0.5,5.1,0.13,1.15,"Nutrients tube got ripped off, but probably after filling? Because it was pinched"
Long Beach,B2_Dawn,Barnacle,B2,2,Dawn,04/18/2024,6:17,14.33,04/18/2024,21.058,-51,34.02,NA,20240418,,33.56,06/04/2024,2.60,0.49,4.6,0.15,1.92,"Nalgene not filled, slightly out of place but should be fine"
Long Beach,M2_Dawn,Mussel,M2,2,Dawn,04/18/2024,6:17,14.24,04/18/2024,NA,NA,NA,NA,20240418,,NA,06/04/2024,1.53,0.47,4.5,0.11,1.27,no TA
Long Beach,OO_Dawn6,Open Ocean,OO6,6,Dawn,04/19/2024,6:16,,04/19/2024,14.595,-54.3,33.51,2215.912654,20240418,,33.48,06/04/2024,4.79,0.74,5.5,0.15,2.43,450 ml nutrient sample
Long Beach,P2_Dawn,Surfgrass,P2,2,Dawn,04/19/2024,6:16,14.63,04/19/2024,21.943,-50.2,33.97,2218.004161,20240418,,33.51,06/04/2024,1.11,0.58,5.9,0.13,1.33,
Long Beach,RW3_Dawn,Rockweed,RW3,3,Dawn,04/19/2024,6:16,14.63,04/19/2024,20.929,-50.6,33.82,2217.419622,20240418,,33.53,06/04/2024,0.92,0.49,4.1,0.11,1.29,
Long Beach,B1_Dawn,Barnacle,B1,1,Dawn,04/19/2024,6:16,14.67,04/19/2024,22.061,-51.7,33.68,2241.307875,20240418,,33.60,06/04/2024,NA,NA,NA,NA,NA,"No nut nalgene half full, tubing messed up"
Long Beach,M6_Dawn,Mussel,M6,6,Dawn,04/19/2024,6:16,14.71,04/19/2024,21.824,-49.9,33.37,NA,20240418,,NA,06/04/2024,NA,NA,NA,NA,NA,Non nut not fill nalgene
Long Beach,M2_Dawn,Mussel,M2,2,Dawn,04/19/2024,6:16,14.54,04/19/2024,NA,NA,NA,NA,20240418,,NA,06/04/2024,1.41,0.64,5.5,0.13,2.23,no TA
Long Beach,OO_Dawn7,Open Ocean,OO7,7,Dawn,4/20/2024,6:37,,4/20/2024,20.653,-46.9,33.98,2234.406469,20240418,,33.56,06/04/2024,5.65,1.07,6.9,0.27,11.84,450 ml nutrient sample
Long Beach,RW4_Dawn,Rockweed,RW4,4,Dawn,4/20/2024,6:37,,4/20/2024,21.057,-45.2,33.92,2227.205591,20240418,,33.55,06/04/2024,2.64,0.8,6.3,0.21,6.9,
Long Beach,P1_Dawn,Surfgrass,P1,1,Dawn,4/20/2024,6:37,14.37,4/20/2024,20.879,-44.9,33.92,2227.999606,20240418,,33.53,06/04/2024,NA,NA,NA,NA,NA,no nut
Long Beach,B1_Dawn,Barnacle,B1,1,Dawn,4/20/2024,6:37,14.54,4/20/2024,21.029,-44.6,33.82,2240.104379,20240418,,33.64,06/04/2024,NA,NA,NA,NA,NA,"no nut, nalgene half full"
Long Beach,M4_Dawn,Mussel,M4,4,Dawn,4/20/2024,6:37,14.41,4/20/2024,20.735,-43,33.71,2230.50334,20240418,,33.60,06/04/2024,NA,NA,NA,NA,NA,"no nut, used tubes from P"
Long Beach,M6_Dawn,Mussel,M6,5,Dawn,4/20/2024,6:37,14.58,4/20/2024,20.862,-44.2,33.66,2178.212324,20240418,,33.61,06/04/2024,NA,NA,NA,NA,NA,no nut
Long Beach,M2_Dawn,Mussel,M2,2,Dawn,4/20/2024,6:37,14.54,4/20/2024,NA,NA,NA,NA,20240418,,NA,06/04/2024,3.03,1.10,6.2,0.26,17.9,no TA
Long Beach,P4_Dusk,Surfgrass,P4,4,Dusk,4/27/2024,19:50,14.58,4/28/2024,21.996,-86.1,34.25,NA,20240429,,NA,06/04/2024,7.09,0.81,11.3,0.36,1.24,"Did not calibrate salinity before this processing round, no TA"
Long Beach,M4_Dusk,Mussel,M4,4,Dusk,4/27/2024,19:50,14.84,4/28/2024,22.602,-89.3,34.23,2227.685421,20240429,,33.66,06/04/2024,NA,NA,NA,NA,NA,
Long Beach,B3_Dusk,Barnacle,B3,3,Dusk,4/27/2024,19:50,14.75,4/28/2024,21.629,-90.1,34.22,2193.856062,20240429,,33.69,06/04/2024,4.73,0.54,6.9,0.25,1.28,"B3 Had rip in tubing so might not be from plot, b1 nutrients were ripped off"
Long Beach,P1_Dusk,Surfgrass,P1,1,Dusk,4/27/2024,19:50,14.71,4/28/2024,21.251,-90.2,34.05,2203.698965,20240429,,33.65,06/04/2024,7.68,0.89,12.7,0.4,1.36,
Long Beach,OO_Dusk5,Open Ocean,OO5,5,Dusk,4/27/2024,19:46,,4/28/2024,20.587,-91.5,33.94,2201.724854,20240429,,33.70,06/04/2024,7.59,0.95,14.3,0.37,1.52,300 ml nutrients
Long Beach,M1_Dusk,Mussel,M1,1,Dusk,4/27/2024,19:50,14.75,4/28/2024,20.994,-86.6,34.00,2265.205441,20240429,,33.56,06/04/2024,NA,NA,NA,NA,NA,"Reran, old ta 2261.647232"
Long Beach,OO_Dusk6,Open Ocean,OO6,6,Dusk,4/28/2024,19:31,,4/29/2024,20.701,-99.4,33.69,2210.989083,20240429,,33.65,06/04/2024,2.04,0.62,8.0,0.14,2.09,300 ml nut Re used nut bag
Long Beach,RW5_Dusk,Rockweed,RW5,5,Dusk,4/28/2024,19:35,,4/29/2024,21.187,-97.8,33.29,2402.110283,20240429,,33.13,06/04/2024,45.69,0.7,18.4,0.73,4.3,Reran  TA First run 2375.978128
Long Beach,B1_Dusk,Barnacle,B1,1,Dusk,4/28/2024,19:35,16.56,4/29/2024,21.157,-97.7,33.82,2216.955904,20240429,,33.67,06/04/2024,1.85,0.47,8.1,0.17,0.51,"Nalgene half full, ta bag from day before because it seemed empty"
Long Beach,M1_Dusk,Mussel,M1,1,Dusk,4/28/2024,19:35,16.43,4/29/2024,21.230,-97.8,33.71,2172.176454,20240429,,33.65,06/04/2024,1.46,0.57,9.7,0.14,1.04,"No triple rinse, Nalgene half full"
Long Beach,M4_Dusk,Mussel,M4,4,Dusk,4/28/2024,19:35,16.51,4/29/2024,21.140,-100.1,33.78,2182.644476,20240429,,33.62,06/04/2024,NA,NA,NA,NA,NA,Not nut
Long Beach,M6_Dusk,Mussel,M6,6,Dusk,4/28/2024,19:35,16.43,4/29/2024,21.119,-99.3,33.57,2200.546925,20240429,,33.60,06/04/2024,2.55,1.54,8.9,0.24,5.21,Ta bag From day before because it seemed empty
Long Beach,P4_Dusk,Surfgrass,P4,4,Dusk,4/28/2024,19:35,16.17,4/29/2024,21.104,-92.1,33.72,2191.141053,20240429,,33.66,06/04/2024,1.17,0.52,6.9,0.16,0.77,
Long Beach,B3_Dusk,Barnacle,B3,3,Dusk,4/28/2024,19:35,16.47,4/29/2024,NA,NA,NA,NA,20240429,,NA,06/04/2024,1.25,0.52,7.6,0.14,0.7,No TA used nut bag
Long Beach,OO_Dusk7,Open Ocean,OO7,7,Dusk,4/29/2024,20:12,,4/30/2024,16.965,-92.6,33.78,2211.757144,20240429,,33.73,06/04/2024,0.95,0.54,6.3,0.11,1.19,300ml Assume nut bags are used after this point I think
Long Beach,B2_Dusk,Barnacle,B2,2,Dusk,4/29/2024,20:17,16.17,4/30/2024,23.361,-92.5,34.33,2195.07752,20240429,,33.64,06/04/2024,NA,NA,NA,NA,NA,No nut
Long Beach,B3_Dusk,Barnacle,B3,3,Dusk,4/29/2024,20:17,15.96,4/30/2024,23.663,-93,33.92,2177.440458,20240429,,33.62,06/04/2024,0.78,0.45,6.9,0.11,0.87,
Long Beach,M2_Dusk,Mussel,M2,2,Dusk,4/29/2024,20:17,15.96,4/30/2024,23.581,-91.9,33.97,2191.473743,20240429,,33.61,06/04/2024,NA,NA,NA,NA,NA,Not nut Nalgene 3/4 fill
Long Beach,M4_Dusk,Mussel,M4,4,Dusk,4/29/2024,20:17,16.04,4/30/2024,23.398,-93.5,33.99,2172.565765,20240429,,33.57,06/04/2024,NA,NA,NA,NA,NA,no nut
Long Beach,RW6_Dusk,Rockweed,RW6,6,Dusk,4/29/2024,20:17,,4/30/2024,23.286,-90.2,33.95,2212.753425,20240429,,33.64,06/04/2024,2.09,0.44,7.0,0.09,1.07,Nalgene 3/4 full
Long Beach,M6_Dawn,Mussel,M6,6,Dawn,5/1/2024,5:01,15.01,5/1/2024,21.705,-70.3,33.79,NA,20240502,,NA,06/04/2024,NA,NA,NA,NA,NA,
Long Beach,OO_Dawn8,Open Ocean,OO8,8,Dawn,5/1/2024,5:00,,5/1/2024,21.259,-77.5,33.93,2227.223284,20240502,,33.67,06/04/2024,2.47,0.5,3.2,0.13,1.54,360 ml nutrient sample
Long Beach,B2_Dawn,Barnacle,B2,2,Dawn,5/1/2024,5:01,15.01,5/1/2024,21.318,-78.2,33.58,NA,20240502,,33.50,06/04/2024,1.10,0.37,3.4,0.09,0.5,
Long Beach,P1_Dawn,Surfgrass,P1,1,Dawn,5/1/2024,5:01,14.75,5/1/2024,21.211,-75.8,33.63,2191.884791,20240502,,33.68,06/04/2024,11.99,0.6,7.6,0.2,3.26,
Long Beach,M4_Dawn,Mussel,M4,4,Dawn,5/1/2024,5:01,15.14,5/1/2024,21.140,-77.7,33.50,2227.115275,20240502,,33.68,06/04/2024,1.69,0.40,5.5,0.13,0.7,
Long Beach,M2_Dawn,Mussel,M2,2,Dawn,5/1/2024,5:01,15.10,5/1/2024,21.305,-78.3,33.83,NA,20240502,,NA,06/04/2024,NA,NA,NA,NA,NA,
Long Beach,B6_Dawn,Barnacle,B6,6,Dawn,5/2/2024,6:02,15.57,5/2/2024,25.086,-77.4,34.71,NA,20240502,,NA,06/04/2024,NA,NA,NA,NA,NA,"no TA, B1 from this day had tubes pulled up"
Long Beach,M6_Dawn,Mussel,M6,6,Dawn,5/2/2024,6:02,15.48,5/2/2024,26.526,-76.9,34.08,2209.436622,20240502,,33.62,06/04/2024,1.58,0.80,5.3,0.19,0.98,
Long Beach,OO_Dawn9,Open Ocean,OO9,9,Dawn,5/2/2024,6:15,,5/2/2024,24.896,-77,34.07,2224.005767,20240502,,33.69,06/04/2024,7.16,0.49,6.0,0.11,0.96,450 ml nutrient sample
Long Beach,M3_Dawn,Mussel,M3,3,Dawn,5/2/2024,6:02,16.08,5/2/2024,26.201,-77.6,34.01,2200.463046,20240502,,33.65,06/04/2024,NA,NA,NA,NA,NA,
Long Beach,RW3_Dusk,Rockweed,RW3,3,Dusk,5/2/2024,19:37,,5/3/2024,22.871,-98.7,33.72,2198.968869,20240502,,33.64,06/04/2024,NA,NA,NA,NA,NA,Used TA bag
Long Beach,M4_Dusk,Mussel,M4,4,Dusk,5/2/2024,19:37,15.74,5/3/2024,23.965,-92.2,34.06,2207.755011,20240502,,33.70,06/04/2024,3.88,0.61,7.9,0.22,0.92,
Long Beach,B2_Dusk,Barnacle,B2,2,Dusk,5/2/2024,19:37,16.26,5/3/2024,23.053,-94.6,34.01,2208.979597,20240502,,33.69,06/04/2024,2.20,0.5,6.4,0.14,0.8,
Long Beach,M2_Dusk,Mussel,M2,2,Dusk,5/2/2024,19:37,16.08,5/3/2024,23.61,-91.9,34.11,2188.280118,20240502,,33.73,06/04/2024,NA,NA,NA,NA,NA,
Long Beach,OO_Dusk8,Open Ocean,OO8,8,Dusk,5/2/2024,19:34,,5/3/2024,11.878,-104.6,32.97,2203.060221,20240502,,33.63,06/04/2024,2.30,0.52,6.2,0.12,1.16,300 ml nutrients
Long Beach,OO_Dawn10,Open Ocean,OO10,10,Dawn,5/4/2024,6:09,,5/4/2024,21.644,-79.2,34.35,2226.350307,20240502,,33.62,06/04/2024,2.69,0.65,7.7,0.17,1.53,400 ml nutrients sample
Long Beach,B2_Dawn,Barnacle,B2,2,Dawn,5/4/2024,6:00,16.34,5/4/2024,21.555,-80.1,33.75,2210.151055,20240502,,33.64,06/04/2024,1.78,0.48,7.4,0.18,1.26,
Long Beach,M2_Dawn,Mussel,M2,2,Dawn,5/4/2024,6:00,15.91,5/4/2024,NA,NA,NA,NA,20240502,,NA,06/04/2024,NA,NA,NA,NA,NA,No ta or nut
Long Beach,M3_Dawn,Mussel,M3,3,Dawn,5/4/2024,6:00,15.91,5/4/2024,21.333,-81.7,33.66,2242.085275,20240502,,33.63,06/04/2024,2.72,0.50,7.5,0.18,1.67,
Long Beach,OO_Dawn11,Open Ocean,OO11,11,Dawn,5/5/2024,6:20,,5/5/2024,20.550,-74.2,33.13,2227.348439,20240506,,33.54,06/04/2024,4.26,0.59,11.5,0.21,1.39,"450 ml nutrient sample, but have few mls of unfiltered, back up nutrients from capped Nalgene at 6:40 from the same Arizona tea scoop, backup sample data in drive"
Long Beach,M2_Dawn,Mussel,M2,2,Dawn,5/5/2024,6:19,15.53,5/5/2024,20.475,-76.4,32.73,2189.41394,20240506,,33.63,06/04/2024,NA,NA,NA,NA,NA,
Long Beach,M3_Dawn,Mussel,M3,3,Dawn,5/5/2024,6:19,15.53,5/5/2024,20.045,-78,32.91,2221.118266,20240506,,33.66,06/04/2024,2.31,0.53,8.9,0.22,1.22,
Long Beach,B1_Dawn,Barnacle,B1,1,Dawn,5/5/2024,6:19,14.97,5/5/2024,NA,NA,NA,NA,20240506,,NA,06/04/2024,4.69,0.52,9.9,0.22,1.21,"B1 from this day had TA pulled off, but B1 nutrients are good, there was some surf grass wrapped around B1"
Long Beach,RW3_Dusk,Rockweed,RW3,3,Dusk,5/5/2024,19:40,,5/6/2024,23.184,-78.1,34.06,NA,20240506,,NA,06/04/2024,NA,NA,NA,NA,NA,"no ta, nutrients not iced on ride over from field site"
Long Beach,M2_Dusk,Mussel,M2,2,Dusk,5/5/2024,19:40,12.87,5/6/2024,21.295,-74.4,32.89,2201.724854,20240506,,33.75,06/04/2024,NA,NA,NA,NA,NA,No nut
